Year,Area,Street,Street 2,Strange HTM
2011,," Soth̴parade,̴Sutton̴Coldfield"," Soth parade, Sutton Coldfield",
2011,," Soth̴parade,̴Sutton̴Coldfield"," Soth parade, Sutton Coldfield",
2011,,south̴parade,south parade,
2011,,SOUTH̴PARADE,SOUTH PARADE,
2011,,SOUTH̴PARADE,SOUTH PARADE,
2011,,South̴Parade,South Parade,
2011,,South̴Parade,South Parade,
2011,,South̴Parade,South Parade,
2011,,South̴Parade,South Parade,
2011,,SOUTH̴PARADE,SOUTH PARADE,
2011,,South̴Parade,South Parade,
2011,,south̴parade,south parade,
2011,,south̴parade,south parade,
2011,,South̴Parade,South Parade,
2011,," South̴Parade̴�����̴town̴centre,̴Sutton̴Coldfield"," South Parade ����� town centre, Sutton Coldfield",
2011,,South̴Parade̴Sutton̴Coldfield,South Parade Sutton Coldfield,
2011,,South̴parade̴Sutton̴Coldfield,South parade Sutton Coldfield,
2011,,South̴Parade̴Sutton̴Town̴centre,South Parade Sutton Town centre,
2011,," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield",
2011,," South̴parade,̴Sutton̴Coldfield"," South parade, Sutton Coldfield",
2011,," South̴parade,̴Sutton̴Town̴Centre"," South parade, Sutton Town Centre",
2011,," South̴Parade,̴Town̴Centre,̴Sutton̴Coldfield"," South Parade, Town Centre, Sutton Coldfield",
2011,,STORNAWAY̴ROAD̴CASTLE̴VALE,STORNAWAY ROAD CASTLE VALE,
2011,,STREETLEY̴ROAD̴ERDINGTON,STREETLEY ROAD ERDINGTON,
2011,,sumburgh̴croft,sumburgh croft,
2011,,Sutton̴Coldfield̴Town̴Centre,Sutton Coldfield Town Centre,
2011,,Sutton̴Coldfield̴Town̴Centre,Sutton Coldfield Town Centre,
2011,,Sutton̴New̴Road,Sutton New Road,
2011,,Sutton̴New̴Road̴Erdington,Sutton New Road Erdington,
2011,,SUTTON̴NEW̴ROAD̴ERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,,SUTTON̴NEW̴ROAD̴ERDINGTON,SUTTON NEW ROAD ERDINGTON,
2011,," Sutton̴New̴Road,̴Erdington,̴B'ham"," Sutton New Road, Erdington, B'ham",
2011,,Sutton̴Parade,Sutton Parade,
2011,,SUTTON̴PARADE,SUTTON PARADE,
2011,,Sutton̴Parade,Sutton Parade,
2011,,Sutton̴Town̴centre,Sutton Town centre,
2011,,sutton̴town̴centre,sutton town centre,
2011,,sutton̴town̴centre,sutton town centre,
2011,,sutton̴town̴centre,sutton town centre,
2011,,Sutton̴Town̴Centre,Sutton Town Centre,
2011,,tedbury̴crescent,tedbury crescent,
2011,," Tesco's̴Express,̴Walsall̴Road,̴Four̴Oaks,̴Sutton̴Coldfield"," Tesco's Express, Walsall Road, Four Oaks, Sutton Coldfield",
2011,,The̴Parade,The Parade,
2011,,The̴Parade,The Parade,
2011,,The̴Parade,The Parade,
2011,,the̴parade̴sutton,the parade sutton,
2011,,THE̴PARADE̴SUTTON̴COLDFIELD,THE PARADE SUTTON COLDFIELD,
2011,," The̴Parade,̴Birmingham̴Road,̴Sutton̴Coldfield"," The Parade, Birmingham Road, Sutton Coldfield",
2011,," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield",
2011,," The̴Parade,̴Sutton̴Town̴Centre"," The Parade, Sutton Town Centre",
2011,,the̴parade....,the parade....,
2011,,THE̴RIDGEWAY,THE RIDGEWAY,
2011,,The̴Ridgeway,The Ridgeway,
2011,,The̴Ridgeway,The Ridgeway,
2011,,The̴Swan̴PH,The Swan PH,
2011,,turnhouse̴road,turnhouse road,
2011,,Upper̴Holland̴Road,Upper Holland Road,
2011,,Victoria̴Rd,Victoria Rd,
2011,,Victoria̴Rd,Victoria Rd,
2011,,victoria̴rd,victoria rd,
2011,," Walsh̴Drive,̴Walmley,̴Sutton̴Coldfield"," Walsh Drive, Walmley, Sutton Coldfield",
2011,,Warren̴Farm̴Rd,Warren Farm Rd,
2011,,Warren̴Farm̴Road,Warren Farm Road,
2011,,whitehouse̴common̴rd,whitehouse common rd,
2011,,wilton̴Rd,wilton Rd,
2011,," Windsor̴House,̴Jarvis̴Road,̴Erdington"," Windsor House, Jarvis Road, Erdington",
2011,,Witton̴Lodge̴Road,Witton Lodge Road,
2011,," Witton̴lodge̴Road,̴erdington"," Witton lodge Road, erdington",
2011,,York̴Road,York Road,
2011,,Abdon̴Ave,Abdon Ave,
2011,,Alcester̴Road̴South,Alcester Road South,
2011,,alvechurch̴rd,alvechurch rd,
2011,,arden̴road,arden road,
2011,,ardencote̴froad,ardencote froad,
2011,,Ashley̴Close,Ashley Close,
2011,,balti̴spice̴Bristol̴rd̴South,balti spice Bristol rd South,
2011,,Barnes̴Hill,Barnes Hill,
2011,,Barrow̴House,Barrow House,
2011,,Bell̴Street,Bell Street,
2011,,Birmingham̴New̴Street,Birmingham New Street,
2011,,Birmingham̴New̴Street,Birmingham New Street,
2011,,Birmingham̴New̴Street,Birmingham New Street,
2011,," Birmingham̴Street,̴Oldbury"," Birmingham Street, Oldbury",
2011,,Blandford̴Road,Blandford Road,
2011,,Bournbrook̴Road,Bournbrook Road,
2011,,Bournville̴Front̴Office,Bournville Front Office,
2011,,bournville̴front̴office,bournville front office,
2011,,bournville̴lane,bournville lane,
2011,,Bournville̴Lane,Bournville Lane,
2011,,Bournville̴lane̴front̴office,Bournville lane front office,
2011,,bowling̴green̴road,bowling green road,
2011,,Bristol̴Rd,Bristol Rd,
2011,,bristol̴rd,bristol rd,
2011,,bristol̴rd,bristol rd,
2011,,bristol̴rd,bristol rd,
2011,,bristol̴rd̴selly̴oak,bristol rd selly oak,
2011,,bristol̴rd̴south,bristol rd south,
2011,,bristol̴rd̴south,bristol rd south,
2011,,bristol̴rd̴sth,bristol rd sth,
2011,," Bristol̴Rd,̴Northfield"," Bristol Rd, Northfield",
2011,," Bristol̴Rd,̴Selly̴Oak"," Bristol Rd, Selly Oak",
2011,,Bristol̴Road,Bristol Road,
2011,,Bristol̴Road,Bristol Road,
2011,,Bristol̴Road,Bristol Road,
2011,,Bristol̴Road,Bristol Road,
2011,,Bristol̴Road,Bristol Road,
2011,,Bristol̴Road,Bristol Road,
2011,,bristol̴road,bristol road,
2011,,bristol̴road,bristol road,
2011,,Bristol̴Road,Bristol Road,
2011,,bristol̴road,bristol road,
2011,,bristol̴road,bristol road,
2011,,bristol̴road,bristol road,
2011,,bristol̴road,bristol road,
2011,,Bristol̴Road,Bristol Road,
2011,,Bristol̴Road̴Northfield,Bristol Road Northfield,
2011,,bristol̴road̴selly̴oak,bristol road selly oak,
2011,,Bristol̴Road̴selly̴Oak,Bristol Road selly Oak,
2011,,bristol̴road̴selly̴oak,bristol road selly oak,
2011,," Bristol̴Road̴South,̴Northfield"," Bristol Road South, Northfield",
2011,," Bristol̴Road̴South,̴Selly̴Oak"," Bristol Road South, Selly Oak",
2011,," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak",
2011,," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak",
2011,," Bristol̴Road,̴Selly̴Oak"," Bristol Road, Selly Oak",
2011,,broad̴street,broad street,
2011,,broad̴street,broad street,
2011,,broad̴street,broad street,
2011,," Broad̴Street,̴City̴Centre"," Broad Street, City Centre",
2011,," Broad̴Street,̴City̴Centre"," Broad Street, City Centre",
2011,,Brook̴lane,Brook lane,
2011,,bunburry̴road,bunburry road,
2011,,bunburry̴road,bunburry road,
2011,," Burnhill̴Grove̴,Weoley̴Castle̴,Birmingham."," Burnhill Grove ,Weoley Castle ,Birmingham.",
2011,,Car̴Park̴of̴Bournville̴lane̴P/Stn,Car Park of Bournville lane P/Stn,
2011,," chinbrook̴road,̴billsley"," chinbrook road, billsley",
2011,,church̴hill̴nortthfield,church hill nortthfield,
2011,,Church̴Road,Church Road,
2011,," Compton̴Road,̴Cradley̴Heath"," Compton Road, Cradley Heath",
2011,," Costcutters,̴Ardern̴Road"," Costcutters, Ardern Road",
2011,,dawberry̴road,dawberry road,
2011,,Dawlish̴Road,Dawlish Road,
2011,,dingle̴club,dingle club,
2011,,doddington̴road,doddington road,
2011,,Dog̴Kennel̴Lane,Dog Kennel Lane,
2011,,dog̴pool̴lane,dog pool lane,
2011,,downfield̴drive,downfield drive,
2011,,Dudley̴bus̴station,Dudley bus station,
2011,,Dwellings̴Lane,Dwellings Lane,
2011,,EAFO,EAFO,
2011,,Edgbaston̴Cricket̴Ground,Edgbaston Cricket Ground,
2011,,edgbaston̴park̴road,edgbaston park road,
2011,,Exeter̴Rd̴/̴Hubert̴Rd,Exeter Rd / Hubert Rd,
2011,,fordhouse̴lane,fordhouse lane,
2011,," Four̴ACres̴,Quinton."," Four ACres ,Quinton.",
2011,," Frogmill̴Road,̴Frankley"," Frogmill Road, Frankley",
2011,,genners̴lane,genners lane,
2011,,Glastonbury̴Road,Glastonbury Road,
2011,,great̴park̴rubery,great park rubery,
2011,,Griffins̴Brook̴Lane,Griffins Brook Lane,
2011,,Grosvenor̴Shopping̴Centre,Grosvenor Shopping Centre,
2011,,hagley̴Road,hagley Road,
2011,,hagley̴road,hagley road,
2011,,hagley̴road,hagley road,
2011,,Hagley̴Road,Hagley Road,
2011,,hagley̴road,hagley road,
2011,,Hagley̴Road,Hagley Road,
2011,,Hagley̴Road,Hagley Road,
2011,,Hagley̴Road,Hagley Road,
2011,,Hagley̴Road,Hagley Road,
2011,," Hagley̴Road,̴Edgbaston"," Hagley Road, Edgbaston",
2011,," Hagley̴Road,̴Eedgbaston"," Hagley Road, Eedgbaston",
2011,,Harborne̴Cricket̴club,Harborne Cricket club,
2011,,Harborne̴high̴st,Harborne high st,
2011,,Harborne̴High̴Street,Harborne High Street,
2011,,Harborne̴High̴Street,Harborne High Street,
2011,,Harborne̴High̴street,Harborne High street,
2011,,Harborne̴Park̴Road,Harborne Park Road,
2011,,Harborne̴Police̴Station,Harborne Police Station,
2011,,Harbourne̴cricket̴club,Harbourne cricket club,
2011,,Hawkesley̴End,Hawkesley End,
2011,,Hawkesley̴Square,Hawkesley Square,
2011,,Hazelwell̴Street,Hazelwell Street,
2011,,heathmill̴lane̴digbeth,heathmill lane digbeth,
2011,,herons̴wood,herons wood,
2011,,High̴St,High St,
2011,,High̴St̴Harborne,High St Harborne,
2011,,high̴st̴harborne,high st harborne,
2011,,high̴st̴northfield,high st northfield,
2011,,High̴Street̴harborne,High Street harborne,
2011,,High̴Street̴Harborne,High Street Harborne,
2011,,high̴street̴harborne,high street harborne,
2011,,high̴street̴harborne,high street harborne,
2011,,high̴street̴harbourne,high street harbourne,
2011,," High̴Street,̴Harborne"," High Street, Harborne",
2011,," High̴Street,̴Harborne"," High Street, Harborne",
2011,,Highfdield̴Lane,Highfdield Lane,
2011,,highfield̴lane,highfield lane,
2011,," Highfield̴Lane,̴Quinton"," Highfield Lane, Quinton",
2011,," Hoggs̴Lane,̴Northfield"," Hoggs Lane, Northfield",
2011,,Hollybank̴Road,Hollybank Road,
2011,," Holywood̴Bowl,̴Rubery"," Holywood Bowl, Rubery",
2011,,Home̴address,Home address,
2011,," Honnington̴Crescent,̴Northfield"," Honnington Crescent, Northfield",
2011,,jiggins̴lane,jiggins lane,
2011,," Jiggins̴Lane,̴Bartley̴Green"," Jiggins Lane, Bartley Green",
2011,,kembertone̴road,kembertone road,
2011,,Kings̴Norton̴Green,Kings Norton Green,
2011,,leech̴green̴rd,leech green rd,
2011,,leith̴grove,leith grove,
2011,,leith̴grove,leith grove,
2011,,Long̴Fellow̴Road,Long Fellow Road,
2011,,Longbridge̴Lane,Longbridge Lane,
2011,,Longbridge̴Lane,Longbridge Lane,
2011,," Longbridge̴Lane,̴West̴heath"," Longbridge Lane, West heath",
2011,,longham̴croft,longham croft,
2011,,Lottie̴Road,Lottie Road,
2011,,lutley̴grove,lutley grove,
2011,," Malins̴Road,̴Harborne"," Malins Road, Harborne",
2011,,manderville̴house,manderville house,
2011,," Marjoram̴Close,̴Hawksley"," Marjoram Close, Hawksley",
2011,,Masshouse̴Lane,Masshouse Lane,
2011,,Masshouse̴Lane,Masshouse Lane,
2011,,maypole̴lane,maypole lane,
2011,,merritts̴hill,merritts hill,
2011,,metchley̴lane,metchley lane,
2011,,moat̴road,moat road,
2011,," Mounbatten̴House,̴Wyndham̴Road"," Mounbatten House, Wyndham Road",
2011,,NEW̴STREET̴BR,NEW STREET BR,
2011,,new̴street̴station,new street station,
2011,,Nortb̴Worcester̴Golf̴Club,Nortb Worcester Golf Club,
2011,," North̴Street,̴Harborne"," North Street, Harborne",
2011,," North̴Street,̴Harborne"," North Street, Harborne",
2011,,Northfield̴High̴Street,Northfield High Street,
2011,,Northfield̴High̴Street.,Northfield High Street.,
2011,,oakridge̴road̴northfield,oakridge road northfield,
2011,,Oddingley̴road,Oddingley road,
2011,," Oddingley̴Road,̴West̴heath"," Oddingley Road, West heath",
2011,," Paradise̴Forum̴,Birmingham."," Paradise Forum ,Birmingham.",
2011,,parsons̴hill,parsons hill,
2011,,pershore̴road,pershore road,
2011,,pershore̴road,pershore road,
2011,,pershore̴road,pershore road,
2011,,pershore̴road,pershore road,
2011,,pershore̴road,pershore road,
2011,,Pershore̴Road,Pershore Road,
2011,,Pershore̴Road,Pershore Road,
2011,,pershore̴road,pershore road,
2011,,pershore̴road,pershore road,
2011,,pershore̴road,pershore road,
2011,,pershore̴road,pershore road,
2011,," Pershore̴Road̴South,̴Kings̴Norton"," Pershore Road South, Kings Norton",
2011,," Poole̴Crescent,̴Harborne"," Poole Crescent, Harborne",
2011,,poplar̴avenue,poplar avenue,
2011,,Portlands̴Road,Portlands Road,
2011,,Princethorpe̴Road,Princethorpe Road,
2011,,QE̴Casualty,QE Casualty,
2011,,qe̴hospital,qe hospital,
2011,,QE̴Hospital,QE Hospital,
2011,,quality̴hotel,quality hotel,
2011,,Queen̴Elizabeth̴Hospital,Queen Elizabeth Hospital,
2011,,Raddlebarn̴Road,Raddlebarn Road,
2011,,richmond̴hill̴road,richmond hill road,
2011,,Richmond̴Road,Richmond Road,
2011,,Rose̴Road,Rose Road,
2011,," Rose̴Road,̴Harborne"," Rose Road, Harborne",
2011,," Sainsburys,̴Frankley̴Beeches̴Rd,̴Northfield"," Sainsburys, Frankley Beeches Rd, Northfield",
2011,,selcroft̴ave,selcroft ave,
2011,," Shannon̴Rd,̴Kings̴Norton"," Shannon Rd, Kings Norton",
2011,,shawbrook̴grove,shawbrook grove,
2011,,shell̴forecourt̴bristol̴rd,shell forecourt bristol rd,
2011,," Sir̴Hiltons̴Road,̴West̴Heath"," Sir Hiltons Road, West Heath",
2011,,Snax̴24̴forcourt.,Snax 24 forcourt.,
2011,,Solihull̴High̴Street,Solihull High Street,
2011,,Solihull̴High̴Street.̴Outside̴Rosies.,Solihull High Street. Outside Rosies.,
2011,,stanley̴road̴quinton,stanley road quinton,
2011,," Stone̴road,̴Edgbaston"," Stone road, Edgbaston",
2011,,stonehouse̴lane,stonehouse lane,
2011,," Stratford̴Road̴,Sparkbrook̴,Birmingham."," Stratford Road ,Sparkbrook ,Birmingham.",
2011,,The̴Fold,The Fold,
2011,," The̴Fold,̴Kings̴Norton"," The Fold, Kings Norton",
2011,,The̴Jester̴PH,The Jester PH,
2011,," The̴Parade̴Queensway,̴City̴̴Centre."," The Parade Queensway, City  Centre.",
2011,," The̴Royal̴Oak̴Public̴House,̴Pershore̴Road"," The Royal Oak Public House, Pershore Road",
2011,,Three̴Horshoes̴PH,Three Horshoes PH,
2011,,Three̴Shires̴Oak̴Road,Three Shires Oak Road,
2011,,Three̴shires̴Road,Three shires Road,
2011,,trescotte̴road,trescotte road,
2011,,turves̴green,turves green,
2011,,unknown,unknown,
2011,,valbourne̴road̴kings̴heath,valbourne road kings heath,
2011,," Vicarage̴Road,̴Kings̴heath"," Vicarage Road, Kings heath",
2011,," Vineyard̴Road,̴Northfield"," Vineyard Road, Northfield",
2011,,war̴lane,war lane,
2011,," Watford̴Rd,̴Cotteridge"," Watford Rd, Cotteridge",
2011,,weolly̴castle̴road,weolly castle road,
2011,,Westminster̴Road,Westminster Road,
2011,,Wolverhampton̴Street,Wolverhampton Street,
2011,," Woodhouse̴Road,̴Quinton"," Woodhouse Road, Quinton",
2011,,Woodmeadow̴Road,Woodmeadow Road,
2011,,worlds̴end̴lane,worlds end lane,
2011,,worlds̴end̴lane,worlds end lane,
2011,," Worlds̴End̴Lane,Quinton"," Worlds End Lane,Quinton",
2011,," Worlds̴End̴Lane,Quinton"," Worlds End Lane,Quinton",
2011,,Acardian̴Centre,Acardian Centre,
2011,,Adderley̴Road,Adderley Road,
2011,,Air̴Night̴Club,Air Night Club,
2011,," Albert̴Road,̴Handsworth,̴Birmingham"," Albert Road, Handsworth, Birmingham",
2011,," Arcadia̴Centre,̴Birmingham̴city̴centre"," Arcadia Centre, Birmingham city centre",
2011,,arcadian,arcadian,
2011,,Arcadian,Arcadian,
2011,,Arcadian̴Birmingham̴City̴Centre,Arcadian Birmingham City Centre,
2011,," Arcadian̴center,̴Birmingham"," Arcadian center, Birmingham",
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,Arcadian̴centre,Arcadian centre,
2011,,Arcadian̴centre,Arcadian centre,
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,arcadian̴centre,arcadian centre,
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,arcadian̴centre,arcadian centre,
2011,,arcadian̴centre,arcadian centre,
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,arcadian̴centre,arcadian centre,
2011,,Arcadian̴Centre,Arcadian Centre,
2011,,arcadian̴centre̴bham,arcadian centre bham,
2011,," Arcadian̴Centre,̴Birmingham"," Arcadian Centre, Birmingham",
2011,," Arcadian̴Centre,̴Birmingham̴City̴Centre"," Arcadian Centre, Birmingham City Centre",
2011,," Arcadian̴Centre,̴Ladywell̴Walk"," Arcadian Centre, Ladywell Walk",
2011,," Arcadian̴Centre,̴Ladywell̴Walk"," Arcadian Centre, Ladywell Walk",
2011,," Arcadian̴Entertainment̴Centre,̴Birmingham"," Arcadian Entertainment Centre, Birmingham",
2011,," Arcadian,̴City̴Centre."," Arcadian, City Centre.",
2011,," Arcadian,̴Hurst̴Street"," Arcadian, Hurst Street",
2011,,aston̴hotel`,aston hotel`,
2011,,Aston̴Police̴Station,Aston Police Station,
2011,,aston̴villa̴football̴ground,aston villa football ground,
2011,,attenborough̴close,attenborough close,
2011,," away̴fans̴coach̴park,̴̴bham̴cfc"," away fans coach park,  bham cfc",
2011,,away̴supporters̴entrance̴bcfc,away supporters entrance bcfc,
2011,,Bar̴Risa,Bar Risa,
2011,," Bath̴Row,̴Birmingham"," Bath Row, Birmingham",
2011,," Bath̴Street,City̴centre"," Bath Street,City centre",
2011,,BCFC̴̴home̴fans̴car̴aprke,BCFC  home fans car aprke,
2011,,BCFC̴ground,BCFC ground,
2011,,BCFC̴Tilton̴Road̴entrance,BCFC Tilton Road entrance,
2011,,berkeley̴street,berkeley street,
2011,,Berkeley̴Street,Berkeley Street,
2011,,Berkley̴street,Berkley street,
2011,,B'ham̴New̴Street̴Station,B'ham New Street Station,
2011,," Big̴Bite,̴Broad̴Street"," Big Bite, Broad Street",
2011,," BIGWOK̴Restaurant,̴Birmingham"," BIGWOK Restaurant, Birmingham",
2011,," Birchfield̴road,̴̴perry̴barr"," Birchfield road,  perry barr",
2011,," Birchfield̴Road,̴Birmingham"," Birchfield Road, Birmingham",
2011,," Birchfield̴Road,̴City̴Centre"," Birchfield Road, City Centre",
2011,,Birchfiled̴Road,Birchfiled Road,
2011,,Birmingham̴City̴FC̴�����̴Coach̴Park,Birmingham City FC ����� Coach Park,
2011,,Birmingham̴Magistrates̴Court.,Birmingham Magistrates Court.,
2011,,Birmingham̴New̴St,Birmingham New St,
2011,,Birmingham̴New̴Street̴Station,Birmingham New Street Station,
2011,," Birmingham̴New̴Street,"," Birmingham New Street,",
2011,,Bishopgate̴street̴@̴junction̴of̴Broad̴street.,Bishopgate street @ junction of Broad street.,
2011,," Bishopgate̴Street,̴City̴Centre"," Bishopgate Street, City Centre",
2011,,bishopsgate̴street,bishopsgate street,
2011,," Bliss̴Bar,̴Broad̴Street"," Bliss Bar, Broad Street",
2011,," Bliss̴Nightclub,̴Broad̴St,̴Birmingham"," Bliss Nightclub, Broad St, Birmingham",
2011,," Bliss̴nightclub,̴Broad̴St."," Bliss nightclub, Broad St.",
2011,," Bliss,̴Broad̴St."," Bliss, Broad St.",
2011,,Bordesley̴Green,Bordesley Green,
2011,,Bordesley̴Green̴rd,Bordesley Green rd,
2011,," Bradford̴St,̴Birmingham"," Bradford St, Birmingham",
2011,," Braod̴Street,̴City̴Centre"," Braod Street, City Centre",
2011,," Braod̴Street,̴City̴Centre"," Braod Street, City Centre",
2011,," Braod̴Street,̴City̴Centre"," Braod Street, City Centre",
2011,," Braod̴Street,̴City̴Centre"," Braod Street, City Centre",
2011,," Braod̴Street,̴City̴Centre"," Braod Street, City Centre",
2011,," Braod̴Street,̴City̴Centre"," Braod Street, City Centre",
2011,,Briar̴Rose̴PH̴Bennetts̴Hill,Briar Rose PH Bennetts Hill,
2011,,brighton̴arms̴PH,brighton arms PH,
2011,," Bristol̴Road,̴Birmingham"," Bristol Road, Birmingham",
2011,," Bristol̴Road,̴Edgbaston"," Bristol Road, Edgbaston",
2011,," Bristol̴St,̴Birmingham̴City̴Centre"," Bristol St, Birmingham City Centre",
2011,,Bristol̴Street,Bristol Street,
2011,,Bristol̴Street,Bristol Street,
2011,,Bristol̴Street̴South,Bristol Street South,
2011,,Bristol̴Street̴South,Bristol Street South,
2011,,brittania̴hotel,brittania hotel,
2011,,Broad̴St,Broad St,
2011,,Broad̴St,Broad St,
2011,,broad̴st,broad st,
2011,,Broad̴St,Broad St,
2011,,broad̴st,broad st,
2011,,broad̴st,broad st,
2011,,broad̴st,broad st,
2011,,Broad̴St,Broad St,
2011,,Broad̴St,Broad St,
2011,,Broad̴St,Broad St,
2011,," Broad̴St̴@̴Gas̴Street,̴City̴Centre"," Broad St @ Gas Street, City Centre",
2011,,broad̴st̴bham,broad st bham,
